,JOB MIX,MESIN,TANGGAL,YEARS,MONTH,DAYS,NAMA_PRODUCT,WO QTY,REJECT,ACTUAL QTY,PERSENTASE REJECT
957,JOBMIX 1,MP 7,2024-08-06,2024,8,Selasa,PAVING 8 K300 ABU-ABU,2916,2,2914,0.1%
958,JOBMIX 1,MP 1,2024-08-07,2024,8,Rabu,PAVING 6 K300 ABU-ABU,6960,110,6850,1.6%
959,JOBMIX 1,MP 2,2024-08-07,2024,8,Rabu,PAVING 6 K300 ABU-ABU,3132,167,2965,5.6%
960,JOBMIX 1,MP 3,2024-08-07,2024,8,Rabu,PAVING 6 K300 MERAH,6396,392,6004,6.5%
961,JOBMIX 1,MP 5,2024-08-07,2024,8,Rabu,TU 6 MERAH,3498,18,3480,0.5%
962,JOBMIX 1,MP 6,2024-08-07,2024,8,Rabu,BATAKO K300,906,1,905,0.1%
963,JOBMIX 1,MP 7,2024-08-07,2024,8,Rabu,PAVING 8 K300 ABU-ABU,4800,29,4771,0.6%
964,JOBMIX 1,MP 1,2024-08-08,2024,8,Kamis,PAVING 6 K300 ABU-ABU,6972,37,6935,0.5%
965,JOBMIX 1,MP 2,2024-08-08,2024,8,Kamis,PAVING 6 K300 ABU-ABU,6744,101,6643,1.5%
966,JOBMIX 1,MP 3,2024-08-08,2024,8,Kamis,PAVING 6 K300 MERAH,7032,124,6908,1.8%
967,JOBMIX 1,MP 5,2024-08-08,2024,8,Kamis,TU 6 MERAH,3510,0,3510,0.0%
968,JOBMIX 1,MP 6,2024-08-08,2024,8,Kamis,BATAKO K300,900,0,900,0.0%
969,JOBMIX 1,MP 7,2024-08-08,2024,8,Kamis,PAVING 8 K300 ABU-ABU,5244,9,5235,0.2%
970,JOBMIX 1,MP 1,2024-08-09,2024,8,Jumat,PAVING 6 K300 ABU-ABU,4848,51,4797,1.1%
971,JOBMIX 1,MP 2,2024-08-09,2024,8,Jumat,PAVING 6 K300 ABU-ABU,4920,42,4878,0.9%
972,JOBMIX 1,MP 3,2024-08-09,2024,8,Jumat,PAVING 6 K300 MERAH,4872,169,4703,3.6%
973,JOBMIX 1,MP 6,2024-08-09,2024,8,Jumat,BATAKO K300,792,2,790,0.3%
974,JOBMIX 1,MP 5,2024-08-09,2024,8,Jumat,TU 6 MERAH,3000,17,2983,0.6%
975,JOBMIX 1,MP 7,2024-08-09,2024,8,Jumat,PAVING 8 K300 ABU-ABU,4476,11,4465,0.2%
976,JOBMIX 1,MP 1,2024-08-10,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,4980,50,4930,1.0%
977,JOBMIX 1,MP 2,2024-08-10,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,4980,98,4882,2.0%
978,JOBMIX 1,MP 3,2024-08-10,2024,8,Sabtu,PAVING 6 K300 MERAH,5052,108,4944,2.2%
979,JOBMIX 1,MP 5,2024-08-10,2024,8,Sabtu,TU 6 MERAH,2076,5,2071,0.2%
980,JOBMIX 1,MP 6,2024-08-10,2024,8,Sabtu,BATAKO K300,726,0,726,0.0%
981,JOBMIX 1,MP 7,2024-08-10,2024,8,Sabtu,PAVING 8 K300 ABU-ABU,3336,0,3336,0.0%
982,JOBMIX 1,MP 1,2024-08-12,2024,8,Senin,PAVING 6 K300 ABU-ABU,6564,2,6562,0.0%
983,JOBMIX 1,MP 2,2024-08-12,2024,8,Senin,PAVING 6 K300 ABU-ABU,6552,2,6550,0.0%
984,JOBMIX 1,MP 3,2024-08-12,2024,8,Senin,PAVING 6 K300 MERAH,6588,2,6586,0.0%
985,JOBMIX 1,MP 5,2024-08-12,2024,8,Senin,GRASS BLOCK 6 K300 ABU-ABU,700,3,697,0.4%
986,JOBMIX 1,MP 6,2024-08-12,2024,8,Senin,KANSTIN 425 K300 ABU-ABU,240,0,240,0.0%
987,JOBMIX 1,MP 7,2024-08-12,2024,8,Senin,PAVING 8 K300 ABU-ABU,4884,8,4876,0.2%
988,JOBMIX 1,MP 1,2024-08-13,2024,8,Selasa,PAVING 6 K300 ABU-ABU,7020,3,7017,0.0%
989,JOBMIX 1,MP 2,2024-08-13,2024,8,Selasa,PAVING 6 K300 ABU-ABU,7044,4,7040,0.1%
990,JOBMIX 1,MP 4,2024-08-13,2024,8,Selasa,PAVING 6 K300 MERAH,5880,0,5880,0.0%
991,JOBMIX 1,MP 5,2024-08-13,2024,8,Selasa,GRASS BLOCK 6 K300 ABU-ABU,1054,5,1049,0.5%
992,JOBMIX 1,MP 6,2024-08-13,2024,8,Selasa,KANSTIN 425 K300 ABU-ABU,300,0,300,0.0%
993,JOBMIX 1,MP 7,2024-08-13,2024,8,Selasa,PAVING 8 K300 ABU-ABU,5232,0,5232,0.0%
994,JOBMIX 1,MP 1,2024-08-14,2024,8,Rabu,PAVING 6 K300 ABU-ABU,7044,16,7028,0.2%
995,JOBMIX 1,MP 2,2024-08-14,2024,8,Rabu,PAVING 6 K300 ABU-ABU,5268,81,5187,1.6%
996,JOBMIX 1,MP 4,2024-08-14,2024,8,Rabu,PAVING 6 K300 MERAH,6528,62,6466,1.0%
997,JOBMIX 1,MP 5,2024-08-14,2024,8,Rabu,GRASS BLOCK 6 K300 ABU-ABU,1040,1,1039,0.1%
998,JOBMIX 1,MP 6,2024-08-14,2024,8,Rabu,KANSTIN 425 K300 ABU-ABU,302,1,301,0.3%
999,JOBMIX 1,MP 7,2024-08-14,2024,8,Rabu,PAVING 8 K300 ABU-ABU,5244,26,5218,0.5%
1000,JOBMIX 1,MP 1,2024-08-15,2024,8,Kamis,PAVING 6 K300 ABU-ABU,7020,84,6936,1.2%
1001,JOBMIX 1,MP 3,2024-08-15,2024,8,Kamis,PAVING 6 K300 ABU-ABU,6252,171,6081,2.8%
1002,JOBMIX 1,MP 4,2024-08-15,2024,8,Kamis,PAVING 6 K300 MERAH,6000,108,5892,1.8%
1003,JOBMIX 1,MP 5,2024-08-15,2024,8,Kamis,GRASS BLOCK 6 K300 ABU-ABU,1000,0,1000,0.0%
1004,JOBMIX 1,MP 6,2024-08-15,2024,8,Kamis,KANSTIN 425 K300 ABU-ABU,300,0,300,0.0%
1005,JOBMIX 1,MP 7,2024-08-15,2024,8,Kamis,PAVING 8 K300 ABU-ABU,5244,39,5205,0.7%
1006,JOBMIX 1,MP 1,2024-08-16,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6072,56,6016,0.9%
1007,JOBMIX 1,MP 3,2024-08-16,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6036,145,5891,2.5%
1008,JOBMIX 1,MP 4,2024-08-16,2024,8,Jumat,PAVING 6 K300 MERAH,4872,70,4802,1.5%
1009,JOBMIX 1,MP 5,2024-08-16,2024,8,Jumat,GRASS BLOCK 6 K300 ABU-ABU,926,1,925,0.1%
1010,JOBMIX 1,MP 6,2024-08-16,2024,8,Jumat,KANSTIN 425 K300 ABU-ABU,266,0,266,0.0%
1011,JOBMIX 1,MP 7,2024-08-16,2024,8,Jumat,PAVING 8 K300 ABU-ABU,4488,30,4458,0.7%
1012,JOBMIX 1,MP 1,2024-08-19,2024,8,Senin,PAVING 6 K300 ABU-ABU,6528,4,6524,0.1%
1013,JOBMIX 1,MP 2,2024-08-19,2024,8,Senin,GRASS BLOCK 6 (30X30) K300 ABU-ABU,520,0,520,0.0%
1014,JOBMIX 1,MP 3,2024-08-19,2024,8,Senin,PAVING SEGI ENAM 6 K300 ABU-ABU,2862,3,2859,0.1%
1015,JOBMIX 1,MP 4,2024-08-19,2024,8,Senin,PAVING 6 K300 ABU-ABU,2616,4,2612,0.2%
1016,JOBMIX 1,MP 6,2024-08-19,2024,8,Senin,KANSTIN 425 K300 ABU-ABU,282,0,282,0.0%
1017,JOBMIX 1,MP 7,2024-08-19,2024,8,Senin,PAVING 8 K300 ABU-ABU,4860,3,4857,0.1%
1018,JOBMIX 1,MP 1,2024-08-20,2024,8,Selasa,PAVING 6 K300 ABU-ABU,6504,75,6429,1.2%
1019,JOBMIX 1,MP 2,2024-08-20,2024,8,Selasa,PAVING 6 K300 ABU-ABU,4848,157,4691,3.3%
1020,JOBMIX 1,MP 3,2024-08-20,2024,8,Selasa,PAVING SEGI ENAM 6 K300 ABU-ABU,3522,131,3391,3.9%
1021,JOBMIX 1,MP 4,2024-08-20,2024,8,Selasa,PAVING 6 K300 ABU-ABU,6984,70,6914,1.0%
1022,JOBMIX 1,MP 6,2024-08-20,2024,8,Selasa,KANSTIN 425 K300 ABU-ABU,304,1,303,0.3%
1023,JOBMIX 1,MP 7,2024-08-20,2024,8,Selasa,PAVING 8 K300 ABU-ABU,5232,33,5199,0.6%
1024,JOBMIX 1,MP 1,2024-08-21,2024,8,Rabu,PAVING 6 K300 ABU-ABU,7092,51,7041,0.7%
1025,JOBMIX 1,MP 2,2024-08-21,2024,8,Rabu,PAVING 6 K300 ABU-ABU,7116,151,6965,2.2%
1026,JOBMIX 1,MP 3,2024-08-21,2024,8,Rabu,PAVING SEGI ENAM 6 K300 ABU-ABU,3576,53,3523,1.5%
1027,JOBMIX 1,MP 4,2024-08-21,2024,8,Rabu,PAVING 6 K300 ABU-ABU,6048,7,6041,0.1%
1028,JOBMIX 1,MP 6,2024-08-21,2024,8,Rabu,KANSTIN 425 K300 ABU-ABU,308,1,307,0.3%
1029,JOBMIX 1,MP 7,2024-08-21,2024,8,Rabu,PAVING 8 K300 ABU-ABU,4860,24,4836,0.5%
1030,JOBMIX 1,MP 1,2024-08-22,2024,8,Kamis,PAVING 6 K300 ABU-ABU,7092,1,7091,0.0%
1031,JOBMIX 1,MP 2,2024-08-22,2024,8,Kamis,PAVING 6 K300 ABU-ABU,7116,2,7114,0.0%
1032,JOBMIX 1,MP 3,2024-08-22,2024,8,Kamis,PAVING SEGI ENAM 6 K300 ABU-ABU,3576,1,3575,0.0%
1033,JOBMIX 1,MP 4,2024-08-22,2024,8,Kamis,PAVING 6 K300 ABU-ABU,7080,3,7077,0.0%
1034,JOBMIX 1,MP 6,2024-08-22,2024,8,Kamis,KANSTIN 425 K300 ABU-ABU,304,1,303,0.3%
1035,JOBMIX 1,MP 7,2024-08-22,2024,8,Kamis,PAVING 8 K300 ABU-ABU,5256,2,5254,0.0%
1036,JOBMIX 1,MP 1,2024-08-23,2024,8,Jumat,PAVING 6 K300 ABU-ABU,5568,21,5547,0.4%
1037,JOBMIX 1,MP 2,2024-08-23,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6120,92,6028,1.5%
1038,JOBMIX 1,MP 3,2024-08-23,2024,8,Jumat,PAVING SEGI ENAM 6 K300 ABU-ABU,3066,71,2995,2.4%
1039,JOBMIX 1,MP 4,2024-08-23,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6192,4,6188,0.1%
1040,JOBMIX 1,MP 6,2024-08-23,2024,8,Jumat,KANSTIN 425 K300 ABU-ABU,266,0,266,0.0%
1041,JOBMIX 1,MP 7,2024-08-23,2024,8,Jumat,PAVING 8 K300 ABU-ABU,4512,4,4508,0.1%
1042,JOBMIX 1,MP 1,2024-08-24,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,3456,15,3441,0.4%
1043,JOBMIX 1,MP 2,2024-08-24,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,5040,91,4949,1.8%
1044,JOBMIX 1,MP 3,2024-08-24,2024,8,Sabtu,PAVING SEGI ENAM 6 K300 ABU-ABU,2508,76,2432,3.1%
1045,JOBMIX 1,MP 4,2024-08-24,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,3684,78,3606,2.2%
1046,JOBMIX 1,MP 5,2024-08-24,2024,8,Sabtu,KANSTIN 425 K300 ABU-ABU,242,1,241,0.4%
1047,JOBMIX 1,MP 7,2024-08-24,2024,8,Sabtu,PAVING 8 K300 ABU-ABU,3732,9,3723,0.2%
1048,JOBMIX 1,MP 1,2024-08-26,2024,8,Senin,PAVING 6 K300 ABU-ABU,6552,73,6479,1.1%
1049,JOBMIX 1,MP 2,2024-08-26,2024,8,Senin,PAVING 6 K300 ABU-ABU,6576,55,6521,0.8%
1050,JOBMIX 1,MP 3,2024-08-26,2024,8,Senin,PAVING SEGI ENAM 6 K300 ABU-ABU,3300,38,3262,1.2%
1051,JOBMIX 1,MP 4,2024-08-26,2024,8,Senin,PAVING 6 K300 ABU-ABU,2496,29,2467,1.2%
1052,JOBMIX 1,MP 6,2024-08-26,2024,8,Senin,KANSTIN 425 K300 ABU-ABU,280,0,280,0.0%
1053,JOBMIX 1,MP 7,2024-08-26,2024,8,Senin,PAVING 8 K300 ABU-ABU,4356,10,4346,0.2%
1054,JOBMIX 1,MP 1,2024-08-27,2024,8,Selasa,PAVING 6 K300 ABU-ABU,7104,29,7075,0.4%
1055,JOBMIX 1,MP 2,2024-08-27,2024,8,Selasa,PAVING 6 K300 ABU-ABU,7092,27,7065,0.4%
1056,JOBMIX 1,MP 3,2024-08-27,2024,8,Selasa,PAVING SEGI ENAM 6 K300 ABU-ABU,3570,30,3540,0.8%
1057,JOBMIX 1,MP 6,2024-08-27,2024,8,Selasa,KANSTIN 425 K300 ABU-ABU,306,0,306,0.0%
1058,JOBMIX 1,MP 7,2024-08-27,2024,8,Selasa,PAVING 8 K300 ABU-ABU,3840,24,3816,0.6%
1059,JOBMIX 1,MP 1,2024-08-28,2024,8,Rabu,PAVING 6 K300 ABU-ABU,1824,59,1765,3.3%
1060,JOBMIX 1,MP 2,2024-08-28,2024,8,Rabu,PAVING 6 K300 ABU-ABU,7032,179,6853,2.6%
1061,JOBMIX 1,MP 3,2024-08-28,2024,8,Rabu,PAVING SEGI ENAM 6 K300 ABU-ABU,3540,94,3446,2.7%
1062,JOBMIX 1,MP 4,2024-08-28,2024,8,Rabu,PAVING 6 K300 ABU-ABU,7104,0,7104,0.0%
1063,JOBMIX 1,MP 6,2024-08-28,2024,8,Rabu,KANSTIN 425 K300 ABU-ABU,304,1,303,0.3%
1064,JOBMIX 1,MP 7,2024-08-28,2024,8,Rabu,PAVING 8 K300 MERAH,5244,34,5210,0.7%
1065,JOBMIX 1,MP 1,2024-08-29,2024,8,Kamis,PAVING 6 K300 ABU-ABU,6540,75,6465,1.2%
1066,JOBMIX 1,MP 2,2024-08-29,2024,8,Kamis,PAVING 6 K300 ABU-ABU,7056,78,6978,1.1%
1067,JOBMIX 1,MP 3,2024-08-29,2024,8,Kamis,PAVING SEGI ENAM 6 K300 ABU-ABU,3456,92,3364,2.7%
1068,JOBMIX 1,MP 4,2024-08-29,2024,8,Kamis,PAVING 6 K300 ABU-ABU,6540,17,6523,0.3%
1069,JOBMIX 1,MP 6,2024-08-29,2024,8,Kamis,KANSTIN 425 K300 ABU-ABU,308,0,308,0.0%
1070,JOBMIX 1,MP 7,2024-08-29,2024,8,Kamis,PAVING 8 K300 MERAH,3804,0,3804,0.0%
1071,JOBMIX 1,MP 7,2024-08-29,2024,8,Kamis,PAVING 8 K300 ABU-ABU,792,8,784,1.0%
1072,JOBMIX 1,MP 1,2024-08-30,2024,8,Jumat,PAVING 6 K300 MERAH,5988,0,5988,0.0%
1073,JOBMIX 1,MP 2,2024-08-30,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6036,60,5976,1.0%
1074,JOBMIX 1,MP 3,2024-08-30,2024,8,Jumat,PAVING SEGI ENAM 6 K300 ABU-ABU,3054,76,2978,2.6%
1075,JOBMIX 1,MP 4,2024-08-30,2024,8,Jumat,PAVING 6 K300 ABU-ABU,5268,10,5258,0.2%
1076,JOBMIX 1,MP 6,2024-08-30,2024,8,Jumat,KANSTIN 425 K300 ABU-ABU,278,0,278,0.0%
1077,JOBMIX 1,MP 7,2024-08-30,2024,8,Jumat,PAVING 8 K300 ABU-ABU,4488,19,4469,0.4%
1078,JOBMIX 1,MP 1,2024-08-31,2024,8,Sabtu,PAVING 6 K300 MERAH,432,2,430,0.5%
1079,JOBMIX 1,MP 1,2024-08-31,2024,8,Sabtu,PAVING 6 K300 HITAM,960,7,953,0.7%
1080,JOBMIX 1,MP 1,2024-08-31,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,3576,3,3573,0.1%
1081,JOBMIX 1,MP 2,2024-08-31,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,4968,50,4918,1.0%
1082,JOBMIX 1,MP 3,2024-08-31,2024,8,Sabtu,PAVING SEGI ENAM 6 K300 ABU-ABU,2490,37,2453,1.5%
1083,JOBMIX 1,MP 4,2024-08-31,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,5028,0,5028,0.0%
1084,JOBMIX 1,MP 6,2024-08-31,2024,8,Sabtu,KANSTIN 425 K300 ABU-ABU,252,0,252,0.0%
1085,JOBMIX 1,MP 7,2024-08-31,2024,8,Sabtu,PAVING 8 K300 ABU-ABU,3756,0,3756,0.0%
1086,JOBMIX 1,MP 1,2024-09-02,2024,9,Senin,PAVING 6 K300 ABU-ABU,6504,31,6473,0.5%
1087,JOBMIX 1,MP 2,2024-09-02,2024,9,Senin,PAVING 6 K300 ABU-ABU,6240,55,6185,0.9%
1088,JOBMIX 1,MP 3,2024-09-02,2024,9,Senin,PAVING 6 K300 ABU-ABU,6444,46,6398,0.7%
1089,JOBMIX 1,MP 4,2024-09-02,2024,9,Senin,PAVING 8 K300 ABU-ABU,4860,55,4805,1.1%
1090,JOBMIX 1,MP 6,2024-09-02,2024,9,Senin,KANSTIN SEPATU BESAR K300 ABU-ABU,226,0,226,0.0%
1091,JOBMIX 1,MP 6,2024-09-02,2024,9,Senin,PAVING 8 K300 ABU-ABU,4464,0,4464,0.0%
1092,JOBMIX 1,MP 2,2024-09-03,2024,9,Selasa,PAVING 6 K300 ABU-ABU,2772,104,2668,3.9%
1093,JOBMIX 1,MP 3,2024-09-03,2024,9,Selasa,PAVING 6 K300 ABU-ABU,6540,107,6433,1.7%
1094,JOBMIX 1,MP 1,2024-09-03,2024,9,Selasa,PAVING 6 K300 ABU-ABU,6504,33,6471,0.5%
1095,JOBMIX 1,MP 4,2024-09-03,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5364,83,5281,1.6%
1096,JOBMIX 1,MP 6,2024-09-03,2024,9,Selasa,KANSTIN SEPATU BESAR K300 ABU-ABU,288,0,288,0.0%
1097,JOBMIX 1,MP 6,2024-09-03,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5268,0,5268,0.0%
1098,JOBMIX 1,MP 6,2024-09-04,2024,9,Rabu,PAVING 8 K300 ABU-ABU,5268,13,5255,0.2%
1099,JOBMIX 1,MP 4,2024-09-04,2024,9,Rabu,PAVING 8 K300 ABU-ABU,5256,59,5197,1.1%
1100,JOBMIX 1,MP 6,2024-09-04,2024,9,Rabu,KANSTIN SEPATU BESAR K300 ABU-ABU,294,1,293,0.3%
1101,JOBMIX 1,MP 1,2024-09-04,2024,9,Rabu,PAVING 6 K300 ABU-ABU,7104,103,7001,1.5%
1102,JOBMIX 1,MP 3,2024-09-04,2024,9,Rabu,PAVING 6 K300 ABU-ABU,7008,237,6771,3.5%
1103,JOBMIX 2,MP 6,2024-09-05,2024,9,Kamis,PAVING 8 K300 ABU-ABU,4872,933,3939,23.7%
1104,JOBMIX 2,MP 6,2024-09-05,2024,9,Kamis,KANSTIN SEPATU BESAR K300 ABU-ABU,284,4,280,1.4%
1105,JOBMIX 2,MP 4,2024-09-05,2024,9,Kamis,PAVING 8 K300 ABU-ABU,4824,1,4823,0.0%
1106,JOBMIX 2,MP 3,2024-09-05,2024,9,Kamis,PAVING 6 K300 ABU-ABU,6552,1503,5049,29.8%
1107,JOBMIX 2,MP 2,2024-09-05,2024,9,Kamis,GRASS BLOCK 6 K300 ABU-ABU,660,4,656,0.6%
1108,JOBMIX 2,MP 1,2024-09-05,2024,9,Kamis,PAVING 6 K300 ABU-ABU,6528,1023,5505,18.6%
1109,JOBMIX 2,MP 6,2024-09-06,2024,9,Jumat,KANSTIN SEPATU BESAR K300 ABU-ABU,276,2,274,0.7%
1110,JOBMIX 2,MP 4,2024-09-06,2024,9,Jumat,PAVING 8 K300 ABU-ABU,4500,352,4148,8.5%
1111,JOBMIX 2,MP 3,2024-09-06,2024,9,Jumat,PAVING 6 K300 ABU-ABU,6000,774,5226,14.8%
1112,JOBMIX 2,MP 2,2024-09-06,2024,9,Jumat,GRASS BLOCK 6 K300 ABU-ABU,880,4,876,0.5%
1113,JOBMIX 2,MP 1,2024-09-06,2024,9,Jumat,PAVING 6 K300 ABU-ABU,6036,702,5334,13.2%
1114,JOBMIX 2,MP 6,2024-09-06,2024,9,Jumat,PAVING 8 K300 ABU-ABU,3876,425,3451,12.3%
1115,JOBMIX 2,MP 1,2024-09-07,2024,9,Sabtu,PAVING 6 K300 ABU-ABU,4992,30,4962,0.6%
1116,JOBMIX 2,MP 2,2024-09-07,2024,9,Sabtu,GRASS BLOCK 6 K300 ABU-ABU,800,0,800,0.0%
1117,JOBMIX 2,MP 3,2024-09-07,2024,9,Sabtu,PAVING 6 K300 ABU-ABU,4992,133,4859,2.7%
1118,JOBMIX 2,MP 4,2024-09-07,2024,9,Sabtu,PAVING 8 K300 ABU-ABU,3756,25,3731,0.7%
1119,JOBMIX 2,MP 6,2024-09-07,2024,9,Sabtu,KANSTIN SEPATU BESAR K300 ABU-ABU,242,0,242,0.0%
1120,JOBMIX 2,MP 6,2024-09-07,2024,9,Sabtu,PAVING 8 K300 ABU-ABU,3768,29,3739,0.8%
1121,JOBMIX 2,MP 1,2024-09-09,2024,9,Senin,PAVING 6 K300 ABU-ABU,6504,55,6449,0.9%
1122,JOBMIX 2,MP 2,2024-09-09,2024,9,Senin,GRASS BLOCK 6 K300 ABU-ABU,1008,5,1003,0.5%
1123,JOBMIX 2,MP 3,2024-09-09,2024,9,Senin,PAVING 6 K300 ABU-ABU,5460,163,5297,3.1%
1124,JOBMIX 2,MP 4,2024-09-09,2024,9,Senin,PAVING 8 K300 ABU-ABU,4872,365,4507,8.1%
1125,JOBMIX 2,MP 6,2024-09-09,2024,9,Senin,KANSTIN SEPATU BESAR K300 ABU-ABU,278,0,278,0.0%
1126,JOBMIX 2,MP 6,2024-09-09,2024,9,Senin,PAVING 8 K300 ABU-ABU,4884,7,4877,0.1%
1127,JOBMIX 2,MP 1,2024-09-10,2024,9,Selasa,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
1128,JOBMIX 2,MP 2,2024-09-10,2024,9,Selasa,GRASS BLOCK 6 K300 ABU-ABU,266,0,266,0.0%
1129,JOBMIX 2,MP 3,2024-09-10,2024,9,Selasa,PAVING 6 K300 ABU-ABU,6312,0,6312,0.0%
1130,JOBMIX 2,MP 4,2024-09-10,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5244,0,5244,0.0%
1131,JOBMIX 2,MP 6,2024-09-10,2024,9,Selasa,KANSTIN SEPATU BESAR K300 ABU-ABU,244,0,244,0.0%
1132,JOBMIX 2,MP 6,2024-09-10,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5292,0,5292,0.0%
1133,JOBMIX 2,MP 1,2024-09-11,2024,9,Rabu,PAVING 6 K300 ABU-ABU,6984,15,6969,0.2%
1134,JOBMIX 2,MP 2,2024-09-11,2024,9,Rabu,GRASS BLOCK 6 K300 ABU-ABU,1106,24,1082,2.2%
1135,JOBMIX 2,MP 3,2024-09-11,2024,9,Rabu,PAVING 6 K300 ABU-ABU,7092,56,7036,0.8%
1136,JOBMIX 2,MP 4,2024-09-11,2024,9,Rabu,PAVING 8 K300 ABU-ABU,4800,7,4793,0.1%
1137,JOBMIX 2,MP 6,2024-09-11,2024,9,Rabu,KANSTIN SEPATU BESAR K300 ABU-ABU,302,2,300,0.7%
1138,JOBMIX 2,MP 5,2024-09-11,2024,9,Rabu,PAVING 8 K300 ABU-ABU,2304,31,2273,1.4%
1139,JOBMIX 2,MP 1,2024-09-12,2024,9,Kamis,PAVING 6 K300 ABU-ABU,4908,2,4906,0.0%
1140,JOBMIX 2,MP 2,2024-09-12,2024,9,Kamis,GRASS BLOCK 6 K300 ABU-ABU,806,4,802,0.5%
1141,JOBMIX 2,MP 3,2024-09-12,2024,9,Kamis,PAVING 6 K300 ABU-ABU,6360,2,6358,0.0%
1142,JOBMIX 2,MP 4,2024-09-12,2024,9,Kamis,PAVING 8 K300 ABU-ABU,5268,1,5267,0.0%
1143,JOBMIX 2,MP 5,2024-09-12,2024,9,Kamis,PAVING 8 K300 ABU-ABU,5268,1,5267,0.0%
1144,JOBMIX 2,MP 1,2024-09-13,2024,9,Jumat,PAVING 6 K300 ABU-ABU,3588,38,3550,1.1%
1145,JOBMIX 2,MP 2,2024-09-13,2024,9,Jumat,GRASS BLOCK 6 K300 ABU-ABU,974,9,965,0.9%
1146,JOBMIX 2,MP 3,2024-09-13,2024,9,Jumat,PAVING 6 K300 ABU-ABU,6084,195,5889,3.3%
1147,JOBMIX 2,MP 4,2024-09-13,2024,9,Jumat,PAVING 8 K300 ABU-ABU,4524,20,4504,0.4%
1148,JOBMIX 2,MP 5,2024-09-13,2024,9,Jumat,PAVING 8 K300 ABU-ABU,4500,69,4431,1.6%
1149,JOBMIX 2,MP 6,2024-09-13,2024,9,Jumat,KANSTIN SEPATU BESAR K300 ABU-ABU,258,1,257,0.4%
1150,JOBMIX 2,MP 1,2024-09-14,2024,9,Sabtu,PAVING 6 K300 ABU-ABU,4968,0,4968,0.0%
1151,JOBMIX 2,MP 2,2024-09-14,2024,9,Sabtu,GRASS BLOCK 6 K300 ABU-ABU,784,3,781,0.4%
1152,JOBMIX 2,MP 3,2024-09-14,2024,9,Sabtu,PAVING 6 K300 ABU-ABU,4980,12,4968,0.2%
1153,JOBMIX 2,MP 4,2024-09-14,2024,9,Sabtu,PAVING 8 K300 ABU-ABU,3756,2,3754,0.1%
1154,JOBMIX 2,MP 5,2024-09-14,2024,9,Sabtu,PAVING 8 K300 ABU-ABU,3744,0,3744,0.0%
1155,JOBMIX 2,MP 6,2024-09-14,2024,9,Sabtu,KANSTIN SEPATU BESAR K300 ABU-ABU,250,6,244,2.5%
1156,JOBMIX 1,MP 1,2024-09-17,2024,9,Selasa,PAVING 6 K300 ABU-ABU,4068,27,4041,0.7%
1157,JOBMIX 2,MP 2,2024-09-17,2024,9,Selasa,GRASS BLOCK 6 K300 ABU-ABU,1126,9,1117,0.8%
1158,JOBMIX 1,MP 3,2024-09-17,2024,9,Selasa,PAVING 6 K300 ABU-ABU,672,155,517,30.0%
1159,JOBMIX 1,MP 3,2024-09-17,2024,9,Selasa,PAVING 6 K300 MERAH,3696,156,3540,4.4%
1160,JOBMIX 2,MP 4,2024-09-17,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5256,27,5229,0.5%
1161,JOBMIX 2,MP 5,2024-09-17,2024,9,Selasa,PAVING 8 K300 ABU-ABU,5232,42,5190,0.8%
1162,JOBMIX 2,MP 6,2024-09-17,2024,9,Selasa,KANSTIN SEPATU BESAR K300 ABU-ABU,300,0,300,0.0%
1163,JOBMIX 2,MP 1,2024-09-18,2024,9,Rabu,PAVING 6 K300 ABU-ABU,6312,18,6294,0.3%
1164,JOBMIX 2,MP 2,2024-09-18,2024,9,Rabu,GRASS BLOCK 6 K300 ABU-ABU,1140,3,1137,0.3%
1165,JOBMIX 2,MP 3,2024-09-18,2024,9,Rabu,PAVING 6 K300 MERAH,6096,251,5845,4.3%
1166,JOBMIX 2,MP 4,2024-09-18,2024,9,Rabu,PAVING 8 K300 ABU-ABU,5256,3,5253,0.1%
1167,JOBMIX 2,MP 6,2024-09-18,2024,9,Rabu,KANSTIN SEPATU BESAR K300 ABU-ABU,304,2,302,0.7%
1168,JOBMIX 2,MP 6,2024-09-18,2024,9,Rabu,PAVING 8 K300 ABU-ABU,4524,42,4482,0.9%
1169,JOBMIX 2,MP 1,2024-09-19,2024,9,Kamis,PAVING 6 K300 ABU-ABU,6972,28,6944,0.4%
