,JOB MIX,MESIN,TANGGAL,YEARS,MONTH,DAYS,NAMA_PRODUCT,WO QTY,REJECT,ACTUAL QTY,PERSENTASE REJECT
736,JOBMIX 1,MP 3,2024-06-24,2024,6,Senin,PAVING 6 K300 ABU-ABU,6168,0,6168,0.0%
737,JOBMIX 1,MP 5,2024-06-24,2024,6,Senin,PAVING 8 K300 ABU-ABU,4044,0,4044,0.0%
738,JOBMIX 1,MP 6,2024-06-24,2024,6,Senin,KANSTIN 425 K300 ABU-ABU,278,0,278,0.0%
739,JOBMIX 1,MP 7,2024-06-24,2024,6,Senin,PAVING 8 K300 ABU-ABU,4452,0,4452,0.0%
740,JOBMIX 1,MP 1,2024-06-25,2024,6,Selasa,PAVING 6 K300 ABU-ABU,6960,0,6960,0.0%
741,JOBMIX 1,MP 2,2024-06-25,2024,6,Selasa,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
742,JOBMIX 1,MP 3,2024-06-25,2024,6,Selasa,PAVING 6 K300 ABU-ABU,7032,0,7032,0.0%
743,JOBMIX 1,MP 5,2024-06-25,2024,6,Selasa,PAVING 8 K300 ABU-ABU,5232,0,5232,0.0%
744,JOBMIX 1,MP 6,2024-06-25,2024,6,Selasa,KANSTIN 425 K300 ABU-ABU,304,0,304,0.0%
745,JOBMIX 1,MP 7,2024-06-25,2024,6,Selasa,PAVING 8 K300 ABU-ABU,5244,0,5244,0.0%
746,JOBMIX 1,MP 1,2024-06-26,2024,6,Rabu,PAVING 6 K300 ABU-ABU,6984,0,6984,0.0%
747,JOBMIX 1,MP 2,2024-06-26,2024,6,Rabu,PAVING 6 K300 ABU-ABU,7008,0,7008,0.0%
748,JOBMIX 1,MP 3,2024-06-26,2024,6,Rabu,PAVING 6 K300 ABU-ABU,7056,0,7056,0.0%
749,JOBMIX 1,MP 5,2024-06-26,2024,6,Rabu,PAVING 8 K300 ABU-ABU,5232,0,5232,0.0%
750,JOBMIX 1,MP 6,2024-06-26,2024,6,Rabu,KANSTIN 425 K300 ABU-ABU,306,0,306,0.0%
751,JOBMIX 1,MP 7,2024-06-26,2024,6,Rabu,PAVING 8 K300 ABU-ABU,5268,0,5268,0.0%
752,JOBMIX 1,MP 1,2024-06-27,2024,6,Kamis,PAVING 6 K300 ABU-ABU,6972,0,6972,0.0%
753,JOBMIX 1,MP 2,2024-06-27,2024,6,Kamis,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
754,JOBMIX 1,MP 4,2024-06-27,2024,6,Kamis,PAVING 6 K300 ABU-ABU,5712,0,5712,0.0%
755,JOBMIX 1,MP 5,2024-06-27,2024,6,Kamis,PAVING 8 K300 ABU-ABU,5232,0,5232,0.0%
756,JOBMIX 1,MP 6,2024-06-27,2024,6,Kamis,KANSTIN 425 K300 ABU-ABU,310,0,310,0.0%
757,JOBMIX 1,MP 7,2024-06-27,2024,6,Kamis,PAVING 8 K300 ABU-ABU,4956,0,4956,0.0%
758,JOBMIX 1,MP 1,2024-06-28,2024,6,Jumat,PAVING 6 K300 ABU-ABU,5544,0,5544,0.0%
759,JOBMIX 1,MP 2,2024-06-28,2024,6,Jumat,PAVING 6 K300 ABU-ABU,5556,0,5556,0.0%
760,JOBMIX 1,MP 3,2024-06-28,2024,6,Jumat,PAVING 6 K300 ABU-ABU,5520,0,5520,0.0%
761,JOBMIX 1,MP 5,2024-06-28,2024,6,Jumat,PAVING 8 K300 ABU-ABU,4488,0,4488,0.0%
762,JOBMIX 1,MP 7,2024-06-28,2024,6,Jumat,PAVING 8 K300 ABU-ABU,4488,0,4488,0.0%
763,JOBMIX 1,MP 6,2024-06-28,2024,6,Jumat,KANSTIN 425 K300 ABU-ABU,266,0,266,0.0%
764,JOBMIX 1,MP 1,2024-06-29,2024,6,Sabtu,PAVING 6 K300 ABU-ABU,4824,0,4824,0.0%
765,JOBMIX 1,MP 2,2024-06-29,2024,6,Sabtu,PAVING 6 K300 ABU-ABU,4992,0,4992,0.0%
766,JOBMIX 1,MP 3,2024-06-29,2024,6,Sabtu,PAVING 6 K300 ABU-ABU,4980,0,4980,0.0%
767,JOBMIX 1,MP 5,2024-06-29,2024,6,Sabtu,PAVING 8 K300 ABU-ABU,2928,0,2928,0.0%
768,JOBMIX 1,MP 6,2024-06-29,2024,6,Sabtu,KANSTIN 425 K300 ABU-ABU,250,0,250,0.0%
769,JOBMIX 1,MP 7,2024-06-29,2024,6,Sabtu,PAVING 8 K300 ABU-ABU,3744,0,3744,0.0%
770,JOBMIX 1,MP 1,2024-07-01,2024,7,Senin,PAVING 6 K300 ABU-ABU,4920,0,4920,0.0%
771,JOBMIX 1,MP 2,2024-07-01,2024,7,Senin,PAVING 6 K300 ABU-ABU,2904,0,2904,0.0%
772,JOBMIX 1,MP 3,2024-07-01,2024,7,Senin,PAVING 6 K300 ABU-ABU,4824,0,4824,0.0%
773,JOBMIX 1,MP 5,2024-07-01,2024,7,Senin,KANSTIN 531 K300 ABU-ABU,248,0,248,0.0%
774,JOBMIX 1,MP 6,2024-07-01,2024,7,Senin,KANSTIN 425 K300 ABU-ABU,278,0,278,0.0%
775,JOBMIX 1,MP 7,2024-07-01,2024,7,Senin,PAVING 8 K300 ABU-ABU,4872,0,4872,0.0%
776,JOBMIX 1,MP 1,2024-07-02,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6960,0,6960,0.0%
777,JOBMIX 1,MP 2,2024-07-02,2024,7,Selasa,PAVING 6 K300 ABU-ABU,7008,0,7008,0.0%
778,JOBMIX 1,MP 5,2024-07-02,2024,7,Selasa,KANSTIN 531 K300 ABU-ABU,304,0,304,0.0%
779,JOBMIX 1,MP 6,2024-07-02,2024,7,Selasa,KANSTIN 425 K300 ABU-ABU,314,0,314,0.0%
780,JOBMIX 1,MP 7,2024-07-02,2024,7,Selasa,PAVING 8 K300 ABU-ABU,5256,0,5256,0.0%
781,JOBMIX 1,MP 3,2024-07-02,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
782,JOBMIX 1,MP 1,2024-07-03,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
783,JOBMIX 1,MP 2,2024-07-03,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
784,JOBMIX 1,MP 3,2024-07-03,2024,7,Rabu,PAVING 6 K300 ABU-ABU,7008,0,7008,0.0%
785,JOBMIX 1,MP 5,2024-07-03,2024,7,Rabu,KANSTIN 531 K300 ABU-ABU,306,0,306,0.0%
786,JOBMIX 1,MP 6,2024-07-03,2024,7,Rabu,KANSTIN 425 K300 ABU-ABU,302,0,302,0.0%
787,JOBMIX 1,MP 7,2024-07-03,2024,7,Rabu,PAVING 8 K300 ABU-ABU,5244,0,5244,0.0%
788,JOBMIX 1,MP 5,2024-07-04,2024,7,Kamis,KANSTIN 531 K300 ABU-ABU,200,0,200,0.0%
789,JOBMIX 1,MP 6,2024-07-04,2024,7,Kamis,KANSTIN 425 K300 ABU-ABU,310,0,310,0.0%
790,JOBMIX 1,MP 7,2024-07-04,2024,7,Kamis,PAVING 8 K300 ABU-ABU,5232,0,5232,0.0%
791,JOBMIX 1,MP 3,2024-07-04,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
792,JOBMIX 1,MP 2,2024-07-04,2024,7,Kamis,PAVING 6 K300 ABU-ABU,7020,0,7020,0.0%
793,JOBMIX 1,MP 1,2024-07-04,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6972,0,6972,0.0%
794,JOBMIX 1,MP 1,2024-07-05,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6012,0,6012,0.0%
795,JOBMIX 1,MP 2,2024-07-05,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6024,0,6024,0.0%
796,JOBMIX 1,MP 3,2024-07-05,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6048,0,6048,0.0%
797,JOBMIX 1,MP 5,2024-07-05,2024,7,Jumat,KANSTIN 531 K300 ABU-ABU,264,0,264,0.0%
798,JOBMIX 1,MP 7,2024-07-05,2024,7,Jumat,PAVING 8 K300 ABU-ABU,4488,0,4488,0.0%
799,JOBMIX 1,MP 1,2024-07-06,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4992,0,4992,0.0%
800,JOBMIX 1,MP 2,2024-07-06,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4932,0,4932,0.0%
801,JOBMIX 1,MP 3,2024-07-06,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4980,0,4980,0.0%
802,JOBMIX 1,MP 5,2024-07-06,2024,7,Sabtu,KANSTIN 531 K300 ABU-ABU,242,0,242,0.0%
803,JOBMIX 1,MP 6,2024-07-06,2024,7,Sabtu,KANSTIN SEPATU BESAR K300 ABU-ABU,160,0,160,0.0%
804,JOBMIX 1,MP 7,2024-07-06,2024,7,Sabtu,PAVING 8 K300 ABU-ABU,3732,0,3732,0.0%
805,JOBMIX 1,MP 1,2024-07-08,2024,7,Senin,PAVING 6 K300 ABU-ABU,6504,0,6504,0.0%
806,JOBMIX 1,MP 2,2024-07-08,2024,7,Senin,PAVING 6 K300 ABU-ABU,6528,0,6528,0.0%
807,JOBMIX 1,MP 3,2024-07-08,2024,7,Senin,PAVING 6 K300 ABU-ABU,6516,0,6516,0.0%
808,JOBMIX 1,MP 5,2024-07-08,2024,7,Senin,KANSTIN 531 K300 ABU-ABU,284,0,284,0.0%
809,JOBMIX 1,MP 6,2024-07-08,2024,7,Senin,KANSTIN SEPATU BESAR K300 ABU-ABU,258,0,258,0.0%
810,JOBMIX 1,MP 7,2024-07-08,2024,7,Senin,PAVING 10 K300 ABU-ABU,1800,0,1800,0.0%
811,JOBMIX 1,MP 1,2024-07-09,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6984,0,6984,0.0%
812,JOBMIX 1,MP 2,2024-07-09,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
813,JOBMIX 1,MP 3,2024-07-09,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6972,0,6972,0.0%
814,JOBMIX 1,MP 5,2024-07-09,2024,7,Selasa,KANSTIN 531 K300 ABU-ABU,304,0,304,0.0%
815,JOBMIX 1,MP 6,2024-07-09,2024,7,Selasa,KANSTIN SEPATU BESAR K300 ABU-ABU,306,0,306,0.0%
816,JOBMIX 1,MP 7,2024-07-09,2024,7,Selasa,PAVING 10 K300 ABU-ABU,4188,0,4188,0.0%
817,JOBMIX 1,MP 1,2024-07-10,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6984,0,6984,0.0%
818,JOBMIX 1,MP 2,2024-07-10,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6972,0,6972,0.0%
819,JOBMIX 1,MP 3,2024-07-10,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6996,0,6996,0.0%
820,JOBMIX 1,MP 5,2024-07-10,2024,7,Rabu,KANSTIN 531 K300 ABU-ABU,304,0,304,0.0%
821,JOBMIX 1,MP 6,2024-07-10,2024,7,Rabu,KANSTIN SEPATU BESAR K300 ABU-ABU,302,0,302,0.0%
822,JOBMIX 1,MP 7,2024-07-10,2024,7,Rabu,PAVING 10 K300 ABU-ABU,4188,0,4188,0.0%
823,JOBMIX 1,MP 1,2024-07-11,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6132,0,6132,0.0%
824,JOBMIX 1,MP 2,2024-07-11,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6000,0,6000,0.0%
825,JOBMIX 1,MP 3,2024-07-11,2024,7,Kamis,PAVING 6 K300 ABU-ABU,7008,0,7008,0.0%
826,JOBMIX 1,MP 5,2024-07-11,2024,7,Kamis,KANSTIN 531 K300 ABU-ABU,272,0,272,0.0%
827,JOBMIX 1,MP 6,2024-07-11,2024,7,Kamis,KANSTIN SEPATU BESAR K300 ABU-ABU,306,0,306,0.0%
828,JOBMIX 1,MP 7,2024-07-11,2024,7,Kamis,PAVING 10 K300 ABU-ABU,4188,0,4188,0.0%
829,JOBMIX 1,MP 1,2024-07-12,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6012,0,6012,0.0%
830,JOBMIX 1,MP 2,2024-07-12,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6012,0,6012,0.0%
831,JOBMIX 1,MP 3,2024-07-12,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6036,0,6036,0.0%
832,JOBMIX 1,MP 5,2024-07-12,2024,7,Jumat,KANSTIN 531 K300 ABU-ABU,262,0,262,0.0%
833,JOBMIX 1,MP 6,2024-07-12,2024,7,Jumat,KANSTIN SEPATU BESAR K300 ABU-ABU,258,0,258,0.0%
834,JOBMIX 1,MP 7,2024-07-12,2024,7,Jumat,PAVING 10 K300 ABU-ABU,2364,0,2364,0.0%
835,JOBMIX 1,MP 1,2024-07-13,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4968,1,4967,0.0%
836,JOBMIX 1,MP 2,2024-07-13,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4968,4,4964,0.1%
837,JOBMIX 1,MP 3,2024-07-13,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,5028,2,5026,0.0%
838,JOBMIX 1,MP 5,2024-07-13,2024,7,Sabtu,KANSTIN 531 K300 ABU-ABU,244,0,244,0.0%
839,JOBMIX 1,MP 6,2024-07-13,2024,7,Sabtu,KANSTIN SEPATU BESAR K300 ABU-ABU,164,0,164,0.0%
840,JOBMIX 1,MP 7,2024-07-13,2024,7,Sabtu,PAVING 10 K300 ABU-ABU,3000,0,3000,0.0%
841,JOBMIX 1,MP 1,2024-07-15,2024,7,Senin,PAVING 6 K300 ABU-ABU,6024,40,5984,0.7%
842,JOBMIX 1,MP 2,2024-07-15,2024,7,Senin,PAVING 6 K300 ABU-ABU,6120,97,6023,1.6%
843,JOBMIX 1,MP 3,2024-07-15,2024,7,Senin,PAVING 6 K300 ABU-ABU,4896,100,4796,2.1%
844,JOBMIX 1,MP 5,2024-07-15,2024,7,Senin,KANSTIN 531 K300 ABU-ABU,278,0,278,0.0%
845,JOBMIX 1,MP 6,2024-07-15,2024,7,Senin,BATAKO K300,684,32,652,4.9%
846,JOBMIX 1,MP 7,2024-07-15,2024,7,Senin,PAVING 10 K300 ABU-ABU,3888,48,3840,1.2%
847,JOBMIX 1,MP 1,2024-07-16,2024,7,Selasa,PAVING 6 K300 ABU-ABU,4440,35,4405,0.8%
848,JOBMIX 1,MP 2,2024-07-16,2024,7,Selasa,PAVING 6 K300 ABU-ABU,5520,41,5479,0.7%
849,JOBMIX 1,MP 3,2024-07-16,2024,7,Selasa,PAVING 6 K300 ABU-ABU,5628,118,5510,2.1%
850,JOBMIX 1,MP 5,2024-07-16,2024,7,Selasa,KANSTIN 531 K300 ABU-ABU,306,1,305,0.3%
851,JOBMIX 1,MP 6,2024-07-16,2024,7,Selasa,BATAKO K300,888,72,816,8.8%
852,JOBMIX 1,MP 7,2024-07-16,2024,7,Selasa,PAVING 10 K300 ABU-ABU,3912,30,3882,0.8%
853,JOBMIX 1,MP 7,2024-07-17,2024,7,Rabu,PAVING 10 K300 ABU-ABU,2976,27,2949,0.9%
854,JOBMIX 1,MP 6,2024-07-17,2024,7,Rabu,BATAKO K300,930,33,897,3.7%
855,JOBMIX 1,MP 5,2024-07-17,2024,7,Rabu,KANSTIN 531 K300 ABU-ABU,242,0,242,0.0%
856,JOBMIX 1,MP 3,2024-07-17,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6168,56,6112,0.9%
857,JOBMIX 1,MP 2,2024-07-17,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6048,26,6022,0.4%
858,JOBMIX 1,MP 1,2024-07-17,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6024,26,5998,0.4%
859,JOBMIX 1,MP 1,2024-07-18,2024,7,Kamis,PAVING 6 K300 ABU-ABU,5844,33,5811,0.6%
860,JOBMIX 1,MP 2,2024-07-18,2024,7,Kamis,PAVING 6 K300 ABU-ABU,5952,20,5932,0.3%
861,JOBMIX 1,MP 3,2024-07-18,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6084,82,6002,1.4%
862,JOBMIX 1,MP 5,2024-07-18,2024,7,Kamis,KANSTIN 531 K300 ABU-ABU,304,0,304,0.0%
863,JOBMIX 1,MP 6,2024-07-18,2024,7,Kamis,BATAKO K300,522,36,486,7.4%
864,JOBMIX 1,MP 7,2024-07-18,2024,7,Kamis,PAVING 10 K300 ABU-ABU,4212,31,4181,0.7%
865,JOBMIX 1,MP 1,2024-07-19,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6012,22,5990,0.4%
866,JOBMIX 1,MP 2,2024-07-19,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6024,31,5993,0.5%
867,JOBMIX 1,MP 3,2024-07-19,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6036,80,5956,1.3%
868,JOBMIX 1,MP 5,2024-07-19,2024,7,Jumat,KANSTIN 531 K300 ABU-ABU,266,1,265,0.4%
869,JOBMIX 1,MP 6,2024-07-19,2024,7,Jumat,BATAKO K300,540,1,539,0.2%
870,JOBMIX 1,MP 7,2024-07-19,2024,7,Jumat,PAVING 10 K300 ABU-ABU,3600,36,3564,1.0%
871,JOBMIX 1,MP 1,2024-07-20,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,1968,0,1968,0.0%
872,JOBMIX 1,MP 2,2024-07-20,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,3792,30,3762,0.8%
873,JOBMIX 1,MP 3,2024-07-20,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4968,71,4897,1.4%
874,JOBMIX 1,MP 5,2024-07-20,2024,7,Sabtu,KANSTIN 531 K300 ABU-ABU,246,1,245,0.4%
875,JOBMIX 1,MP 6,2024-07-20,2024,7,Sabtu,BATAKO K300,576,3,573,0.5%
876,JOBMIX 1,MP 7,2024-07-20,2024,7,Sabtu,PAVING 10 K300 ABU-ABU,3012,21,2991,0.7%
877,JOBMIX 1,MP 1,2024-07-22,2024,7,Senin,PAVING 6 K300 ABU-ABU,4824,30,4794,0.6%
878,JOBMIX 1,MP 2,2024-07-22,2024,7,Senin,PAVING 6 K300 ABU-ABU,6060,67,5993,1.1%
879,JOBMIX 1,MP 3,2024-07-22,2024,7,Senin,PAVING 6 K300 ABU-ABU,5112,144,4968,2.9%
880,JOBMIX 1,MP 5,2024-07-22,2024,7,Senin,PAVING 6 K300 HITAM,2688,23,2665,0.9%
881,JOBMIX 1,MP 6,2024-07-22,2024,7,Senin,BATAKO K300,798,0,798,0.0%
882,JOBMIX 1,MP 7,2024-07-22,2024,7,Senin,PAVING 10 K300 ABU-ABU,3672,13,3659,0.4%
883,JOBMIX 1,MP 1,2024-07-23,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6984,404,6580,6.1%
884,JOBMIX 1,MP 2,2024-07-23,2024,7,Selasa,PAVING 6 K300 ABU-ABU,7068,379,6689,5.7%
885,JOBMIX 1,MP 3,2024-07-23,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6984,203,6781,3.0%
886,JOBMIX 1,MP 5,2024-07-23,2024,7,Selasa,PAVING 6 K300 HITAM,6732,56,6676,0.8%
887,JOBMIX 1,MP 7,2024-07-23,2024,7,Selasa,PAVING 10 K300 ABU-ABU,4212,13,4199,0.3%
888,JOBMIX 1,MP 1,2024-07-24,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6972,255,6717,3.8%
889,JOBMIX 1,MP 2,2024-07-24,2024,7,Rabu,PAVING 6 K300 ABU-ABU,7032,833,6199,13.4%
890,JOBMIX 1,MP 3,2024-07-24,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6924,343,6581,5.2%
891,JOBMIX 1,MP 5,2024-07-24,2024,7,Rabu,PAVING 6 K300 HITAM,6960,149,6811,2.2%
892,JOBMIX 1,MP 7,2024-07-24,2024,7,Rabu,PAVING 10 K300 ABU-ABU,4212,99,4113,2.4%
893,JOBMIX 1,MP 1,2024-07-25,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6972,23,6949,0.3%
894,JOBMIX 1,MP 2,2024-07-25,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6144,74,6070,1.2%
895,JOBMIX 1,MP 3,2024-07-25,2024,7,Kamis,PAVING 6 K300 ABU-ABU,6960,54,6906,0.8%
896,JOBMIX 1,MP 5,2024-07-25,2024,7,Kamis,PAVING 6 K300 HITAM,6960,10,6950,0.1%
897,JOBMIX 1,MP 6,2024-07-25,2024,7,Kamis,BATAKO K300,720,0,720,0.0%
898,JOBMIX 1,MP 7,2024-07-25,2024,7,Kamis,PAVING 10 K300 ABU-ABU,4212,2,4210,0.0%
899,JOBMIX 1,MP 1,2024-07-26,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6024,117,5907,2.0%
900,JOBMIX 1,MP 2,2024-07-26,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6036,405,5631,7.2%
901,JOBMIX 1,MP 3,2024-07-26,2024,7,Jumat,PAVING 6 K300 ABU-ABU,6048,584,5464,10.7%
902,JOBMIX 1,MP 5,2024-07-26,2024,7,Jumat,PAVING 6 K300 HITAM,6000,232,5768,4.0%
903,JOBMIX 1,MP 6,2024-07-26,2024,7,Jumat,BATAKO K300,792,16,776,2.1%
904,JOBMIX 1,MP 7,2024-07-26,2024,7,Jumat,PAVING 10 K300 ABU-ABU,3612,54,3558,1.5%
905,JOBMIX 1,MP 1,2024-07-27,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4980,198,4782,4.1%
906,JOBMIX 1,MP 2,2024-07-27,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4968,326,4642,7.0%
907,JOBMIX 1,MP 3,2024-07-27,2024,7,Sabtu,PAVING 6 K300 ABU-ABU,4944,391,4553,8.6%
908,JOBMIX 1,MP 5,2024-07-27,2024,7,Sabtu,PAVING 6 K300 HITAM,4464,60,4404,1.4%
909,JOBMIX 1,MP 6,2024-07-27,2024,7,Sabtu,BATAKO K300,720,6,714,0.8%
910,JOBMIX 1,MP 7,2024-07-27,2024,7,Sabtu,PAVING 10 K300 ABU-ABU,2988,59,2929,2.0%
911,JOBMIX 1,MP 1,2024-07-29,2024,7,Senin,PAVING 6 K300 ABU-ABU,6504,113,6391,1.8%
912,JOBMIX 1,MP 2,2024-07-29,2024,7,Senin,PAVING 6 K300 ABU-ABU,6144,219,5925,3.7%
913,JOBMIX 1,MP 3,2024-07-29,2024,7,Senin,PAVING 6 K300 ABU-ABU,4368,291,4077,7.1%
914,JOBMIX 1,MP 5,2024-07-29,2024,7,Senin,PAVING 6 K300 HITAM,3324,127,3197,4.0%
915,JOBMIX 1,MP 6,2024-07-29,2024,7,Senin,BATAKO K300,834,5,829,0.6%
916,JOBMIX 1,MP 7,2024-07-29,2024,7,Senin,PAVING 10 K300 ABU-ABU,3900,65,3835,1.7%
917,JOBMIX 1,MP 1,2024-07-30,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6972,10,6962,0.1%
918,JOBMIX 1,MP 2,2024-07-30,2024,7,Selasa,PAVING 6 K300 ABU-ABU,6972,1,6971,0.0%
919,JOBMIX 1,MP 3,2024-07-30,2024,7,Selasa,PAVING 6 K300 ABU-ABU,5724,0,5724,0.0%
920,JOBMIX 1,MP 5,2024-07-30,2024,7,Selasa,PAVING 6 K300 HITAM,6636,4,6632,0.1%
921,JOBMIX 1,MP 6,2024-07-30,2024,7,Selasa,BATAKO K300,906,1,905,0.1%
922,JOBMIX 1,MP 7,2024-07-30,2024,7,Selasa,PAVING 10 K300 ABU-ABU,4188,1,4187,0.0%
923,JOBMIX 1,MP 1,2024-07-31,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6984,199,6785,2.9%
924,JOBMIX 1,MP 2,2024-07-31,2024,7,Rabu,PAVING 6 K300 ABU-ABU,6972,360,6612,5.4%
925,JOBMIX 1,MP 3,2024-07-31,2024,7,Rabu,PAVING 6 K300 ABU-ABU,7056,425,6631,6.4%
926,JOBMIX 1,MP 5,2024-07-31,2024,7,Rabu,PAVING 6 K300 HITAM,7008,80,6928,1.2%
927,JOBMIX 1,MP 6,2024-07-31,2024,7,Rabu,BATAKO K300,918,4,914,0.4%
928,JOBMIX 1,MP 7,2024-07-31,2024,7,Rabu,PAVING 10 K300 ABU-ABU,4224,51,4173,1.2%
929,JOBMIX 1,MP 1,2024-08-01,2024,8,Kamis,PAVING 6 K300 ABU-ABU,5952,76,5876,1.3%
930,JOBMIX 1,MP 2,2024-08-01,2024,8,Kamis,PAVING 6 K300 HITAM,6108,250,5858,4.3%
931,JOBMIX 1,MP 5,2024-08-01,2024,8,Kamis,TU 6 MERAH,1440,6,1434,0.4%
932,JOBMIX 1,MP 6,2024-08-01,2024,8,Kamis,BATAKO K300,468,2,466,0.4%
933,JOBMIX 1,MP 7,2024-08-01,2024,8,Kamis,PAVING 8 K300 MERAH,2844,14,2830,0.5%
934,JOBMIX 1,MP 1,2024-08-02,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6012,79,5933,1.3%
935,JOBMIX 1,MP 2,2024-08-02,2024,8,Jumat,PAVING 6 K300 ABU-ABU,6012,207,5805,3.6%
936,JOBMIX 1,MP 3,2024-08-02,2024,8,Jumat,PAVING 6 K300 HITAM,6036,439,5597,7.8%
937,JOBMIX 1,MP 4,2024-08-02,2024,8,Jumat,PAVING 6 K300 ABU-ABU,5964,55,5909,0.9%
938,JOBMIX 1,MP 6,2024-08-02,2024,8,Jumat,BATAKO K300,804,3,801,0.4%
939,JOBMIX 1,MP 7,2024-08-02,2024,8,Jumat,PAVING 8 K300 MERAH,4476,27,4449,0.6%
940,JOBMIX 1,MP 1,2024-08-03,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,4992,49,4943,1.0%
941,JOBMIX 1,MP 2,2024-08-03,2024,8,Sabtu,PAVING 6 K300 ABU-ABU,4992,105,4887,2.1%
942,JOBMIX 1,MP 3,2024-08-03,2024,8,Sabtu,PAVING 6 K300 HITAM,4932,198,4734,4.2%
943,JOBMIX 1,MP 5,2024-08-03,2024,8,Sabtu,TU 6 MERAH,2046,0,2046,0.0%
944,JOBMIX 1,MP 6,2024-08-03,2024,8,Sabtu,BATAKO K300,720,1,719,0.1%
945,JOBMIX 1,MP 7,2024-08-03,2024,8,Sabtu,PAVING 8 K300 MERAH,3768,10,3758,0.3%
946,JOBMIX 1,MP 1,2024-08-05,2024,8,Senin,PAVING 6 K300 ABU-ABU,6504,86,6418,1.3%
947,JOBMIX 1,MP 2,2024-08-05,2024,8,Senin,PAVING 6 K300 ABU-ABU,6492,212,6280,3.4%
948,JOBMIX 1,MP 3,2024-08-05,2024,8,Senin,PAVING 6 K300 MERAH,4344,581,3763,15.4%
949,JOBMIX 1,MP 5,2024-08-05,2024,8,Senin,TU 6 MERAH,2466,12,2454,0.5%
950,JOBMIX 1,MP 6,2024-08-05,2024,8,Senin,BATAKO K300,798,0,798,0.0%
951,JOBMIX 1,MP 7,2024-08-05,2024,8,Senin,PAVING 8 K300 ABU-ABU,4860,23,4837,0.5%
952,JOBMIX 1,MP 1,2024-08-06,2024,8,Selasa,PAVING 6 K300 ABU-ABU,6972,93,6879,1.4%
953,JOBMIX 1,MP 2,2024-08-06,2024,8,Selasa,PAVING 6 K300 ABU-ABU,6984,164,6820,2.4%
954,JOBMIX 1,MP 3,2024-08-06,2024,8,Selasa,PAVING 6 K300 MERAH,1992,348,1644,21.2%
955,JOBMIX 1,MP 5,2024-08-06,2024,8,Selasa,TU 6 MERAH,2526,11,2515,0.4%
956,JOBMIX 1,MP 6,2024-08-06,2024,8,Selasa,BATAKO K300,906,2,904,0.2%
